CompanyName,WineNameVintage,StandName,Lond,product_ref,Note,,SONETTO VINTAGE 10.9.12,SUPPLIER VINTAGE,DAVENTRY VINT CHECK 14.6.12,STOCK 24.8.12,920 Stock 02/08/2012,"On Order
As at 02.08.12",,f10,Stock in Brackmills,Stock on order,FAIR VINTAGE,P9 Promotion,"P9 Was
MB Price","P9 Now
MB Price",P9 Start Date,P9 End Date,"Web Bottle Price
XX.XX.11",New Listing Y_N,On Prom Y_N,Wine By the Case EXC,STILL_ SPK,ORGANIC_ FAIR TRADE_ VEGETARIAN,PRODUCER,COUNTRY,REGION,GRAPE 1,GRAPE 2,GRAPE 3,EXCLUSIVES TO MAIN ESTATE,NORMAL TESCO IN STORE RSP (From CUBE),NORMAL TESCO IN STORE RSP (From P9 Prom),AVAILABLE INSTORE (Y/N),TWC Normal Bott Price,TWC Price / (5%) or Prom Price,TWCF Show Bot Price (15%),TWCF Show Case Price (15%),Jay Was (Hide),Jay Was Roundown,Jay Now (Hide),Jay Now Rounddown,Jay Case,Stock 07/09/2012,Stock 10/09/2012,Case Size,Number of Fairs,ROS per Fair,Total Fair ROS,% Top Up,Min Cs Stk Required,Total Stk Value Required,Stock as of Wed 02_09 AM,Var to Min Req,Karla's Comments,Brandbank EAN _ Image URL,Brandbank Image Live,Brandbank Comment,Finest,NFS 17/10/2011,Stock 7:01 17.10.11,BWS Stock 17.10.11,BWS Held 17.10.11,BWS Orders 17.10.11,,Stock 7:01 19.10.11,BWS Stock 19.10.11,BWS Held 19.10.11,BWS Orders 19.10.11,Nick Exclusive Report,NFS,,
Freixenet / Yvon Mau,Tesco Finest* Château Le Barrail Medoc 2010,Freixenet Group  / Yvon Mau,L47,66582442,,Tesco Finest* Château Le Barrail Medoc,2010,2010,2010,720,88,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=066582442&id=267294599,,,,,,,,,,,No,?,In-Store & Tesco Wine By the Case,,,Olivier Compagnet,France,Medoc,Cabernet Sauvignon,Merlot,,#N/A,7.994554,,,£7.99 ,,£6.79 ,£40.75 ,7.99,7.99,5.9925,5.99,35.94,114,225,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
PLB Group Ltd,Chilano Signature Series Sauvignon Blanc 2011,Chilano / Montes,L49,71280728,,Chilano Signature Series Sauvignon Blanc,2011,2011,2011,432,1283,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071280728&id=272628688,,,,,,,,,,,,,,,,Las Pitras,Chile,Central Valley,Sauvignon Blanc,,,#N/A,,,,£8.99 ,,£7.64 ,£45.85 ,8.99,8.99,6.7425,6.74,40.44,36,72,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
PLB Group Ltd,Chilano Signature Series Shiraz Cabernet 2011,Chilano / Montes,L49,67228926,,Chilano Signature Series Shiraz Cabernet,2011,2011,2011,840,-129,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=067228926&id=267957530,,,,,67228926,7.79,4.79,NOT USED,,,,,,,,San Nicholas,Chile,Central Valley,Cabernet Sauvignon,Shiraz,,#N/A,,7.79,,£8.99 ,,£7.64 ,£45.85 ,8.99,8.99,6.7425,6.74,40.44,70,140,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,1,,
PLB Group Ltd,Montes Cherub Rosé 2010,Chilano / Montes,L49,67982936,030-10569 James email 25.07. -5 weeks on the water and we need 2-3 weeks to get it ready,Montes Cherub Rosé,2010,2010,2010,804,367,560,http://www.tesco.com/wine/product/details/default.aspx?searchBox=067982936&id=268731248,,,,,,,,,,,,,TWBC,,,Montes Wines,Chile,Central Valley,Shiraz,,,#N/A,,Exclusive to Dot Com,N,£10.00 ,£7.50 ,£6.38 ,£38.25 ,10,10,7.5,7.5,45,60,116,6,5,,,,,,,,,,,,,,,,,,,,,,,67982936,0,,
PLB Group Ltd,Montes Ltd Selection Cabernet Carmenère 2011,Chilano / Montes,L49,62483796,030-10569 James email 25.07. -5 weeks on the water and we need 2-3 weeks to get it ready,Montes Ltd Selection Cabernet Carmenère,2011,2011,2011,0,,980,http://www.tesco.com/wine/product/details/default.aspx?searchBox=062483796&id=263766975,,,,,,,,,,,X,X,TWBC,,,Montes Wines,Chile,Central Valley,Cabernet Sauvignon,Carmenère,,#N/A,,Exclusive to Dot Com,N,£10.66 ,,£9.06 ,£54.37 ,10.66,10.66,7.995,7.99,47.94,70,138,6,5,,,,,,,,,,,,,,,,,,,,,,,62483796,1,,
PLB Group Ltd,Montes Ltd Selection Pinot Noir 2010,Chilano / Montes,L49,62483491,030-10569 James email 25.07. -5 weeks on the water and we need 2-3 weeks to get it ready,Montes Ltd Selection Pinot Noir,2010,2010,2010,0,,980,http://www.tesco.com/wine/product/details/default.aspx?searchBox=062483491&id=263766664,,,,,,,,,,,X,X,TWBC,,,Montes Wines,Chile,Aconcagua,Pinot Noir,,,#N/A,,Exclusive to Dot Com,N,£10.66 ,,£9.06 ,£54.37 ,10.66,10.66,7.995,7.99,47.94,70,140,6,5,,,,,,,,,,,,,,,,,,,,,,,62483491,1,,
PLB Group Ltd,Montes Ltd Selection Sauvignon Blanc 2012,Chilano / Montes,L49,67728346,030-10569 James email 25.07. -5 weeks on the water and we need 2-3 weeks to get it ready,Montes Ltd Selection Sauvignon Blanc ,2012,2012,2012,0,,980,http://www.tesco.com/wine/product/details/default.aspx?searchBox=067728346&id=268469789,,,,,,,,,,,X,X,TWBC,,,Montes Wines,Chile,Aconcagua,Sauvignon Blanc,,,#N/A,,,N,£10.66 ,,£9.06 ,£54.37 ,10.66,10.66,7.995,7.99,47.94,70,137,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,1,,
Percy Fox,Yellow Tail Cabernet Sauvignon 2011,Yellow Tail,L5,72525099,,Yellow Tail Cabernet Sauvignon,2011,,2011,672,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=072525099&id=275131222,,,,,,,,,,,x,x,,,,Casella Wines,Australia,South Eastern,Cabernet Sauvignon ,,,,7.49,,n,£7.99 ,,£6.79 ,£40.75 ,7.99,7.99,5.9925,5.99,35.94,53,87,6,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Percy Fox,Yellow Tail Moscato NV,Yellow Tail,L5,71279938,,Yellow Tail Moscato,0,,0,666,0,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071279938&id=272621534,,,,,71279938,7.48,5,09/03/2012,10/02/2012,,,,,,,Casella Wines,Australia,South Eastern,Moscato,,,,7.49,,,£7.48 ,£5.00 ,£4.25 ,£25.50 ,7.48,7.48,3.75,3.75,22.5,164,315,6,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Percy Fox,Yellow Tail Sauvignon Blanc 2011,Yellow Tail,L5,71291594,,Yellow Tail Sauvignon Blanc,2011,,2011,510,0,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071291594&id=272640281,,,,,71291594,7.49,5,09/03/2012,10/02/2012,,,,,,,Casella Wines,Australia,South Eastern,Sauvignon Blanc,,,,7.49,,,£7.49 ,£5.00 ,£4.25 ,£25.50 ,7.49,7.49,3.75,3.75,22.5,201,366,6,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Percy Fox,Yellow Tail Shiraz 2011,Yellow Tail,L5,61025235,MB?,Yellow Tail Shiraz,2011,,2011,1338,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=061025235&id=262272190,,,,,61025235,7.99,5,09/03/2012,10/02/2012,,x,,,,,Casella Wines,Australia,South Eastern,Shiraz,,,,7.49,,,£7.99 ,£5.00 ,£4.25 ,£25.50 ,7.99,7.99,3.75,3.75,22.5,270.5,394,6,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
PLB Group Ltd,Brown Brothers Cienna Rosso NV,Brown Brothers / McWilliams,L50,71702035,,Brown Brothers Cienna Rosso,0,0,0,1320,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071702035&id=273497425,,,,,,,,,,,X,,TWBC,,,Brown Brothers ,Australia,Victoria,Cienna ,,,#N/A,,Exclusive to Dot Com,N,£9.50 ,,£8.08 ,£48.45 ,9.5,9.5,7.125,7.12,42.72,109,214,6,5,,,,,,,,,,,,,,,,,,,,,,,71702035,0,,
PLB Group Ltd,Brown Brothers Zibibbo Rosa NV,Brown Brothers / McWilliams,L50,72092293,030-10570 James email 25.07. Takes 6-7 weeks and we need to produce the stock too. Into MB,Brown Brothers Zibibbo Rosa,0,0,0,1086,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=072092293&id=274270369,,,,,,,,,,,X,,TWBC,,,Brown Brothers,Australia,Victoria,Muscat of Alexandria,,,2322634,,,,£10.99 ,,£9.34 ,£56.05 ,10.99,10.99,8.2425,8.24,49.44,90,179,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
PLB Group Ltd,McWilliam's Hayfield Pinot Noir 2010,Brown Brothers / McWilliams,L50,71280544,,McWilliam's Hayfield Pinot Noir,2010,2010,2010,924,214,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071280544&id=272628331,,,,,71280544,8.99,6.49,09/03/2012,10/02/2012,,,,,,,McWilliams Wines Ltd,Australia,South Eastern Australia,Pinot Noir,,,#N/A,,7.99,,£8.99 ,£6.49 ,£5.52 ,£33.10 ,8.99,8.99,4.8675,4.86,29.16,75,289,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
PLB Group Ltd,McWilliam's Markview Heritage Chardonnay 2011,Brown Brothers / McWilliams,L50,67934774,,McWilliam's Markview Heritage Chardonnay,2011,2011,2011,3090,201,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=067934774&id=268682167,,,,,,,,,,,,,,,,McWilliams Wines Ltd,Australia,South Eastern Australia,Chardonnay,,,#N/A,,,,£9.29 ,,£7.90 ,£47.38 ,9.29,9.29,6.9675,6.96,41.76,209,420,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
PLB Group Ltd,McWilliam's Markview Heritage Shiraz 2011,Brown Brothers / McWilliams,L50,67934768,,McWilliam's Markview Heritage Shiraz,2011,2011,2011,474,119,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=067934768&id=268682150,,,,,,,,,,,,,,,,McWilliams Wines Ltd,Australia,South Eastern Australia,Shiraz,,,#N/A,,,,£9.29 ,,£7.90 ,£47.38 ,9.29,9.29,6.9675,6.96,41.76,0,120,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
PLB Group Ltd,McWilliams Hayfield Verdelho 2011,Brown Brothers / McWilliams,L50,71280636,,McWilliams Hayfield Verdelho,2011,,2011,2088,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071280636&id=272628521,,,,,71280636,7.99,5.49,NOT USED,,,,,,,,McWilliams Wines,Australia,South Eastern Australia,Verdelho,,,#N/A,,7.99,,£8.99 ,,£7.64 ,£45.85 ,8.99,8.99,6.7425,6.74,40.44,174,347,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
PLB Group Ltd,Blason de Bourgogne Pouilly-Fuissé 2011,Blason / Piccini,L51,50035637,,Blason de Bourgogne Pouilly-Fuissé,2009,2011,2011,888,107,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=050035637&id=257578607,,,,,,,,,,,,,,,,Blason de Bourgogne ,France,Burgundy,Chardonnay,,,#N/A,,,,£10.99 ,,£9.34 ,£56.05 ,10.99,10.99,8.2425,8.24,49.44,71,138,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
PLB Group Ltd,Blason de Bourgogne Saint-Véran 2009,Blason / Piccini,L51,57015149,,Blason de Bourgogne Saint-Véran,2009,2009,2009,576,145,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=057015149&id=254091830,,,,,,,,,,,,,,,,Blason de Bourgogne,France,Burgundy,Chardonnay,,,#N/A,,,,£10.99 ,,£9.34 ,£56.05 ,10.99,10.99,8.2425,8.24,49.44,47.5,94,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
PLB Group Ltd,Piccini Memoro Red NV,Blason / Piccini,L51,67709496,,Piccini Memoro Red,0,0,0,780,1237,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=067709496&id=268451032,,,,,,,,,,,,,,,,Tenute Piccini Srl,Italy,Tuscany,Primitivo,Montepulciano,Nero d'Avola,#N/A,,,,£9.49 ,,£8.07 ,£48.40 ,9.49,9.49,7.1175,7.11,42.66,57,112,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
PLB Group Ltd,Piccini Memoro White NV,Blason / Piccini,L51,72082466,,Piccini Memoro White,0,0,0,690,,690,http://www.tesco.com/wine/product/details/default.aspx?searchBox=072082466&id=274260064,,,,,,,,,,,X,X,TWBC,,,Tenute Piccini Srl,Italy,"Sicily, Trientino, Maremma, Marche",Viognier,Chardonnay,"Vermentino, Picorino",#N/A,,Exclusive to Dot Com,N,£9.49 ,,£8.07 ,£48.40 ,9.49,9.49,7.1175,7.11,42.66,56.5,113,6,5,,,,,,,,,,,,,,,,,,,,,,,72082466,0,,
PLB Group Ltd,Piccini Prosecco Vino Spumante Extra Dry NV,Blason / Piccini,L51,71968267,,Piccini Prosecco Vino Spumante Extra Dry,0,0,0,25176,,2400,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071968267&id=274002360,,,,,,,,,,,,X,TWBC,,,Tenute Piccini Srl,Italy,Veneto,Glerra,,,#N/A,,Exclusive to Dot Com,N,£14.00 ,£9.00 ,£7.65 ,£45.90 ,14,14,9,9,54,2022.5,4021,6,5,,,,,,,,,,,,,,,,,,,,,,,71968267,0,,
PLB Group Ltd,Valdobbiadene Prosecco Superiore Extra Dry NV,Blason / Piccini,L51,71982468,,Valdobbiadene Prosecco Superiore Extra Dry,0,0,0,0,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071982468&id=274054516,,,,,,,,,,,X,X,TWBC,,,Val D'Oca,Italy,Veneto,Glerra,,,#N/A,,Exclusive to Dot Com,N,£12.00 ,,£10.20 ,£61.20 ,12,12,9,9,54,0,460,6,5,,,,,,,,,,,,,,,,,,,,,,,71982468,0,,
Kingsland Wines and Spirits,Jacktone Ranch Cabernet Sauvignon 2010,Kingsland,L52,64212356,,Jacktone Ranch Cabernet Sauvignon,2010,,2010,12996,,2040,http://www.tesco.com/wine/product/details/default.aspx?searchBox=064212356&id=264860441,,,,,,,,,,,,,Wine by the Case Exclusive,,,Julian Grubb,USA,California,Cabernet Sauvignon,,,#N/A,66,Exclusive to Dot Com,N,£11.00 ,£5.50 ,£4.68 ,£28.05 ,11,11,5.5,5.5,33,728,1380,6,5,,,,,,,,,,,,,,,,,,,,,,,64212356,0,,j
Kingsland Wines and Spirits,Jacktone Ranch Pinot Grigio 2011,Kingsland,L52,64447756,,Jacktone Ranch Pinot Grigio,2009,,2011,1740,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=064447756&id=265103133,,,,,,,,,,,,,Wine by the Case Exclusive,,,Julian Grubb,USA,California,Pinot Grigio,,,#N/A,66,Exclusive to Dot Com,N,£11.00 ,,£9.35 ,£56.10 ,11,11,8.25,8.25,49.5,146,291,6,5,,,,,,,,,,,,,,,,,,,,,,,64447756,0,,
Kingsland Wines and Spirits,Jacktone Ranch Pinot Noir Reserve 2010,Kingsland,L52,67805927,,Jacktone Ranch Pinot Noir Reserve,2009,,2010,3816,,480,http://www.tesco.com/wine/product/details/default.aspx?searchBox=067805927&id=268550796,,,,,,,,,,,,,Wine by the Case Exclusive,,,Julian Grubb,USA,California,Pinot Noir,,,#N/A,66,Exclusive to Dot Com,N,£11.00 ,,£9.35 ,£56.10 ,11,11,8.25,8.25,49.5,319.5,638,6,5,,,,,,,,,,,,,,,,,,,,,,,67805927,0,,
Kingsland Wines and Spirits,Jacktone Ranch Shiraz 2011,Kingsland,L52,64212216,,Jacktone Ranch Shiraz,2009,,2011,528,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=064212216&id=264860308,,,,,,,,,,,,x,Wine by the Case Exclusive,,,Julian Grubb,USA,California,Shiraz,,,#N/A,66,Exclusive to Dot Com,N,£11.00 ,,£9.35 ,£56.10 ,11,11,8.25,8.25,49.5,47.5,95,6,5,,,,,,,,,,,,,,,,,,,,,,,64212216,0,,
Kingsland Wines and Spirits,La Casita Reserva Sauvignon Blanc 2010,Kingsland,L52,65910811,,La Casita Reserva Sauvignon Blanc,2010,,2010,1860,479,240,http://www.tesco.com/wine/product/details/default.aspx?searchBox=065910811&id=266604201,,,,,,,,,,,,,Wine by the Case Exclusive,,,Julian Grubb,Chile,Coquimbo,Sauvignon Blanc,,,#N/A,66,Exclusive to Dot Com,N,£11.00 ,£5.50 ,£4.68 ,£28.05 ,11,11,5.5,5.5,33,71,87,6,5,,,,,,,,,,,,,,,,,,,,,,,65910811,0,,j
Kingsland Wines and Spirits,La Casita Reserva Shiraz 2010/2011,Kingsland,L52,66446224,,La Casita Reserva Shiraz,2010,,20102011,534,,89,http://www.tesco.com/wine/product/details/default.aspx?searchBox=066446224&id=267154076,,,,,,,,,,,,,Wine by the Case Exclusive,,,Julian Grubb,Chile,Coquimbo,Shiraz,,,#N/A,66,Exclusive to Dot Com,N,£11.00 ,,£9.35 ,£56.10 ,11,11,8.25,8.25,49.5,46,92,6,5,,,,,,,,,,,,,,,,,,,,,,,66446224,0,,
O Moore & Co Ltd,De Vallois Champagne NV,Champagne,L54,61168267,,De Vallois Champagne,0,,0,6078,11175,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=061168267&id=262418474,,,,,,,,,,,,,,,,Maison Burtin,France,Champagne,Pinot Noir,Chardonnay,Pinot Meunier,#N/A,28.99,,,£20.00 ,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
O Moore & Co Ltd,Pol Aime Champagne NV,Champagne,L54,53638144,,Pol Aime Champagne,0,,0,996,-51,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=053638144&id=257073588,,,,,,,,,,,,,,,,Bauchet,France,Champagne,Pinot Noir,Chardonnay,Pinot Meunier,#N/A,14.99,,,£14.99 ,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
O Moore & Co Ltd,Rene Florency Champagne Brut  NV,Champagne,L54,50203738,,Rene Florency Champagne Brut ,0,,0,1134,4213,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=050203738&id=257991797,,,,,,,,,,,,,,,,Union Champagne,France,Champagne,Chardonnay,Pinot Noir,Pinot Meunier,#N/A,33.99,,,£33.99 ,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
O Moore & Co Ltd,Tesco Finest* Premier Cru Champagne Brut  NV,Champagne,L54,50248005,,Tesco Finest* Premier Cru Champagne Brut ,0,,0,1368,5126,192,http://www.tesco.com/wine/product/details/default.aspx?searchBox=050248005&id=255245446,,,,,50248005,19.99,15.99,09/03/2012,10/02/2012,,,,,,,Union Champagne,France,Champagne,Chardonnay,Pinot Noir,,#N/A,19.99,19.99,,£19.99 ,£15.99 ,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
O Moore & Co Ltd,Tesco Finest* Vintage Champagne Grand Cru 2004,Champagne,L54,50747647,,Tesco Finest* Vintage Champagne Grand Cru,2004,2004,2004,528,885,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=050747647&id=255245469,,,,,50747647,24.99,19.99,09/03/2012,10/02/2012,,,,,,,Union Champagne,France,Champagne,Chardonnay,,,#N/A,25.99,24.99,,£24.99 ,£19.99 ,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
O Moore & Co Ltd,Tesco Rosé Champagne NV,Champagne,L54,54869646,,Tesco Rosé Champagne,0,,0,939,-10,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=054869646&id=250106314,,,,,,,,,,,,,,,,Chanoine Frères,France,Champagne,Pinot Noir,Pinot Meunier,Chardonnay,#N/A,20.99,,,£19.99 ,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
United Wineries,Berberana Rioja Reserva 2007,United Wineries,L55,60649040,,Berberana Rioja Reserva,2007,2007,2007,444,17208,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=060649040&id=261885883,,,,,,,,,,,,,,,,United Wineries,Spain,Rioja,Tempranillo,Garnacha,,,12.99,,,£8.99 ,£6.99 ,£5.94 ,£35.65 ,8.99,8.99,5.2425,5.24,31.44,40.5,75,6,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
United Wineries,Lagunilla Reserva Rioja 2006/2007,United Wineries,L55,58333738,,Lagunilla Reserva Rioja,2006,2007,20062007,942,300,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=058333738&id=259083832,,,,,,,,,,,,,,,,United Wineries,Spain,Rioja,Tempranillo,Garnacha,,,12,Exclusive to Dot Com,N,£12.00 ,,£10.20 ,£61.20 ,12,12,9,9,54,98,196,6,,,,,,,,,,,,,,,,,,,,,,,,58333738,0,,
United Wineries,Las Vis Vigneti Di Montagna Pinot Grigio 2009,United Wineries,L55,72549290,NL,Las-Vis Vigneti Di Montagna Pinot Grigio,2009,2011,2009,0,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=072549290&id=275164534,,,,,,,,,,,X,,,,,Gruppo La-Vis,Italy,Trentino,Pinot Grigio,,,,,Exclusive to Dot Com,N,£9.00 ,,£7.65 ,£45.90 ,9,9,6.75,6.75,40.5,0,125,6,,,,,,,,,,,,,,,,,,,,,,,,72549290,0,,
United Wineries,Marques de Monistrol Vintage Cava 2008/2009,United Wineries,L55,61026476,,Marques de Monistrol Vintage Cava,2008,2009,20082009,3252,344,440,http://www.tesco.com/wine/product/details/default.aspx?searchBox=061026476&id=262273465,,,,,,,,,,,,X,,,,United Wineries,Spain,Penedes,Macabeo,Xarello,Parellada,,12,,n,£12.00 ,,£10.20 ,£61.20 ,12,12,9,9,54,270,540,6,,,,,,,,,,,,,,,,,,,,,,,,61026476,0,,
United Wineries,Marques de Monistrol Vintage Cava Rosé 2008/09,United Wineries,L55,61026545,,Marques de Monistrol Vintage Cava Rosé,2008,2009,200809,4764,,440,http://www.tesco.com/wine/product/details/default.aspx?searchBox=061026545&id=262273534,,,,,,,,,,,,,,,,United Wineries,Spain,Penedes,Monastrell,Pinot Noir,,,12,,n,£12.00 ,,£10.20 ,£61.20 ,12,12,9,9,54,397.5,795,6,,,,,,,,,,,,,,,,,,,,,,,,61026545,0,,
United Wineries,Villa Cafaggio Chianti Classico 2009,United Wineries,L55,57237028,,Villa Cafaggio Chianti Classico,2009,2009,2009,1332,,448,http://www.tesco.com/wine/product/details/default.aspx?searchBox=057237028&id=258912931,,,,,,,,,,,,,,,,Basilica Cafaggio,Italy,Toscana,Sangiovese,,,,12.49,,n,£12.49 ,,£10.62 ,£63.70 ,12.49,12.49,9.3675,9.36,56.16,334.5,666,6,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Berkmann Wine Cellars,Georges Duboeuf Juliénas 2010/2011,Antinori,L56,71322974,,Georges Duboeuf Juliénas,2010,2010,20102011,876,2319,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071322974&id=272701411,,,,,,,,,,,,,,,,Duboeuf,France,Beaujolais,Gamay,,,#N/A,-8.99,,,£8.99 ,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Berkmann Wine Cellars,Santa Cristina Chianti Superiore 2010/2011,Antinori,L56,71314189,,Santa Cristina Chianti Superiore,2010,2010,20102011,576,99,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071314189&id=272700907,,,,,,,,,,,,,,,,Antinori,Italy,Tuscany,Sangiovese,Merlot,,#N/A,10.99,,,£10.99 ,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Berkmann Wine Cellars,Tesco Finest* Coonawarra Cabernet Sauvignon 2009,Antinori,L56,67983260,,Tesco Finest* Coonawarra Cabernet Sauvignon,2009,2009,2009,834,2072,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=067983260&id=268731571,,,,,,,,,,,,,,,,Wingara,Australia,Coonawarra,Cabernet Sauvignon,,,#N/A,9.99,,,£9.99 ,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Berkmann Wine Cellars,Villa Antinori Toscana 2008,Antinori,L56,70949096,,Villa Antinori Toscana,2008,2008,2008,918,72,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=070949096&id=271927226,,,,,,,,,,,,,,,,Antinori,Italy,Tuscany,Sangiovese,Cabernet Sauvignon,Merlot,#N/A,15.79,,,£14.99 ,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Gonzalez Byass,Beronia Reserva Rioja 2007,Gonzalez Byass,L57,72091081,MB,Beronia Reserva Rioja,2007,2007,2007,1176,14,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=072091081&id=274261236,,,,,,,,,,,,,Tesco Wine by the case,,,Bodegas Beronia,Spain,Rioja,Tempranillo,Graciano,Mazuelo,2308595,14,,,£12.99 ,,£11.04 ,£66.25 ,12.99,12.99,9.7425,9.74,58.44,98.5,196,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Gonzalez Byass,Finca Constancia 2009,Gonzalez Byass,L57,72090934,MB,Finca Constancia,2009,2009,2009,1224,151,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=072090934&id=274260934,,,,,,,,,,,,,Tesco Wine by the case,,,Finca Constancia,Spain,Castilla-La Mancha,Syrah,Cabernet Sauvignon,Petit Verdot,2308451,10,,,£9.99 ,,£8.49 ,£50.95 ,9.99,9.99,7.4925,7.49,44.94,99.5,197,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Gonzalez Byass,"Jackson Estate ""Stich"" Sauvignon Blanc 2011",Gonzalez Byass,L57,60967423,,"Jackson Estate ""Stich"" Sauvignon Blanc",2011,2011,2011,5454,,1120,http://www.tesco.com/wine/product/details/default.aspx?searchBox=060967423&id=259274877,,,,,,,,,,,,x,Tesco Wine by the case,,,Jackson Estate,New Zealand,Marlborough,Sauvignon Blanc,,,#N/A,12,,n,£12.00 ,£9.00 ,£7.65 ,£45.90 ,12,12,9,9,54,389.5,742,6,5,,,,,,,,,,,,,,,,,,,,,,,60967423,0,,
Gonzalez Byass,Jackson Estate Grey Ghost Sauvignon Blanc 2010,Gonzalez Byass,L57,57001119,too much stock. 2 pallets,Jackson Estate Grey Ghost Sauvignon Blanc,2010,2010,2010,0,,440,http://www.tesco.com/wine/product/details/default.aspx?searchBox=057001119&id=258875248,,,,,,,,,,,,,Tesco Wine by the case,,,Jackson Estate,New Zealand,Marlborough,Sauvignon Blanc,,,#N/A,18,,N,£15.00 ,,£12.75 ,£76.50 ,15,15,11.25,11.25,67.5,109.5,219,6,5,,,,,,,,,,,,,,,,,,,,,,,57001119,0,,
Gonzalez Byass,Tio Pepe Jérèz Sherry Palomino Fino NV,Gonzalez Byass,L57,50233760,,Tio Pepe Jérèz Sherry Palomino Fino,0,,0,102,604,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=050233760&id=257467791,,,,,,,,,,,,,,,,Gonzalez Byass,Spain,Andalucia,Palomino Fino,,,#N/A,9.99,,,£9.99 ,,£8.49 ,£50.95 ,9.99,9.99,7.4925,7.49,44.94,84,168,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
